,your_best(red)
,<Average Winning Rate>
your_base1,0.9
your_base2,0.8
your_base3,-0.2
baseline,1.0
Num_Win,3.0
Avg_Winning_Rate,0.625
,<Average Scores>
your_base1,2.9
your_base2,1.0
your_base3,-0.5
baesline,4.5
Avg_Score,1.975
